DeliveryID,DriverID,VehicleID,RouteID,StartTime,DistanceKM,EndTime
3013,96.0,33.0,186,2023-04-18 23:46:47,11.6,2023-04-19 00:04:26.185986800
3014,95.0,,32,2025-01-18 16:34:48,14.9,2025-01-18 16:55:11.383234200
3015,74.0,47.0,104,2025-05-09 04:46:09,23.6,2025-05-09 05:17:45.187313280
3016,30.0,9.0,78,2023-03-16 18:31:17,6.2,
3017,50.0,27.0,69,,19.7,2023-08-19 18:11:17.147252340
3018,99.0,38.0,119,2022-07-14 23:48:11,18.2,2022-07-15 00:20:56.772398420
3019,45.0,19.0,7,2023-02-04 19:29:05,14.0,2023-02-04 19:52:31.981360580
3020,31.0,40.0,20,2023-04-22 00:50:33,5.7,2023-04-22 01:00:30.112113900
3021,95.0,17.0,62,2025-02-04 02:43:00,5.3,2025-02-04 02:52:01.947147960
3022,46.0,12.0,149,2024-01-16 12:42:31,14.8,2024-01-16 13:05:58.476587260
3023,54.0,2.0,92,2024-12-17 08:54:48,11.0,2024-12-17 09:16:10.129858260
3024,46.0,8.0,157,2023-09-13 03:12:11,15.0,2023-09-13 03:39:59.541932660
3025,97.0,33.0,198,2023-04-08 20:39:51,16.7,2023-04-08 21:02:42.395670660
3026,5.0,13.0,38,2024-10-03 08:26:31,23.3,2024-10-03 09:02:22.424783860
3027,10.0,43.0,170,2025-05-17 13:12:49,9.4,2025-05-17 13:26:15.700682920
3028,23.0,21.0,105,2024-01-23 02:46:54,24.2,2024-01-23 03:30:22.589125560
3029,7.0,19.0,131,2025-03-24 22:18:09,5.2,2025-03-24 22:25:49.376273100
3030,58.0,34.0,165,2024-01-11 20:44:42,20.4,2024-01-11 21:19:37.698252600
3031,47.0,30.0,17,2024-05-27 02:31:22,5.6,2024-05-27 02:39:23.746999060
3032,92.0,20.0,161,2025-02-17 06:48:20,16.6,2025-02-17 07:10:31.968396080
3033,21.0,18.0,10,2024-09-03 12:31:24,8.6,2024-09-03 12:41:46.993259820
3034,31.0,,37,2024-11-18 13:06:32,22.2,2024-11-18 13:50:50.269981100
3035,27.0,36.0,127,2024-06-19 19:35:13,14.0,2024-06-19 19:54:28.511491180
3036,29.0,,161,2023-05-23 16:56:34,16.6,2023-05-23 17:27:32.332609240
3037,10.0,5.0,28,2023-05-07 08:08:37,22.5,2023-05-07 08:50:24.850400200
3038,72.0,9.0,170,2022-07-17 20:11:47,9.4,2022-07-17 20:24:50.266259900
3039,9.0,45.0,120,2025-01-17 08:24:20,10.9,2025-01-17 08:41:02.260329020
3040,11.0,18.0,110,2022-10-08 05:33:14,12.7,2022-10-08 05:56:58.093421000
3041,22.0,47.0,58,2025-04-13 12:36:38,21.1,
3042,90.0,50.0,176,2024-08-16 04:35:20,10.9,2024-08-16 04:51:38.320218440
3043,50.0,1.0,127,2024-11-11 01:13:48,14.0,2024-11-11 01:41:13.821716100
3044,40.0,36.0,179,2024-09-06 04:41:21,20.7,2024-09-06 05:11:51.550693799
3045,66.0,45.0,110,2023-01-23 21:54:31,12.7,2023-01-23 22:11:54.676174480
3046,63.0,14.0,138,2024-06-16 13:21:28,11.0,2024-06-16 13:35:57.468567640
3047,19.0,8.0,136,2023-01-20 06:23:51,10.4,2023-01-20 06:42:09.898217160
3048,16.0,37.0,16,2023-08-29 02:31:03,10.5,2023-08-29 02:43:53.618471700
3049,4.0,20.0,62,2023-08-14 03:42:55,5.3,2023-08-14 03:52:51.781893580
3050,49.0,31.0,177,2023-01-21 04:08:14,21.6,2023-01-21 04:39:24.616438400
3051,,7.0,109,2023-10-13 18:23:17,18.5,2023-10-13 18:50:57.388609820
3052,7.0,41.0,89,2024-07-26 16:31:03,20.9,2024-07-26 17:09:32.197193520
3053,55.0,38.0,101,2024-05-11 11:15:03,14.5,2024-05-11 11:41:53.667353580
3054,14.0,44.0,143,,21.8,2024-07-02 23:18:39.169446639
3055,76.0,43.0,16,2024-03-06 14:08:10,10.5,2024-03-06 14:25:25.127640759
3056,85.0,15.0,27,2024-03-28 14:28:24,21.4,2024-03-28 15:05:42.484190280
3057,34.0,,47,2025-05-28 14:32:12,16.2,2025-05-28 15:00:33.860436480
3058,21.0,35.0,154,2023-03-18 22:14:18,24.1,2023-03-18 22:53:30.994999140
3059,36.0,17.0,200,2022-07-24 00:46:35,21.3,2022-07-24 01:26:31.613487500
3060,63.0,27.0,169,2024-05-24 19:26:41,7.1,2024-05-24 19:39:58.962927860
3061,42.0,21.0,105,2025-02-03 14:55:49,24.2,2025-02-03 15:41:17.368264600
3062,49.0,40.0,139,2023-10-14 09:32:37,10.0,2023-10-14 09:46:45.744722740
3063,71.0,44.0,91,2023-08-10 03:40:49,9.9,2023-08-10 03:54:43.881505120
3064,85.0,45.0,9,2023-07-03 07:47:40,7.7,2023-07-03 07:57:46.078234300
3065,10.0,26.0,182,2024-10-20 19:35:06,6.3,2024-10-20 19:46:49.503156180
3066,21.0,44.0,11,2025-05-16 02:25:42,15.6,2025-05-16 02:45:10.622435580
3067,80.0,5.0,7,,14.0,2024-11-20 03:29:54.925273920
3068,63.0,33.0,28,2023-04-05 08:33:38,22.5,2023-04-05 09:17:18.306885680
3069,89.0,49.0,62,2025-04-17 06:19:44,5.3,2025-04-17 06:26:37.428841880
3070,77.0,5.0,183,2024-06-06 12:45:32,5.5,2024-06-06 12:52:40.018613780
3071,50.0,28.0,164,2024-10-24 12:04:06,16.9,2024-10-24 12:36:40.269488219
3072,,21.0,115,2023-04-13 04:20:48,12.9,2023-04-13 04:39:28.816261800
3073,8.0,,73,2024-07-09 08:49:27,21.8,2024-07-09 09:30:58.921613940
3074,30.0,2.0,99,2025-06-09 01:59:34,22.9,2025-06-09 02:33:57.920089240
3075,95.0,37.0,191,2025-06-22 19:17:12,13.6,2025-06-22 19:37:35.111941620
3076,71.0,14.0,51,2023-12-16 17:38:37,19.9,2023-12-16 18:04:38.926362700
3077,30.0,34.0,48,2025-06-16 09:26:18,22.4,2025-06-16 10:09:38.503135140
3078,18.0,44.0,68,2023-04-02 21:01:52,19.8,2023-04-02 21:37:41.507325460
3079,23.0,46.0,10,2022-11-15 03:32:49,8.6,2022-11-15 03:44:41.348058760
3080,,37.0,122,2025-05-28 05:20:34,19.2,2025-05-28 05:54:47.138367700
3081,30.0,21.0,26,2023-08-22 20:20:09,11.4,2023-08-22 20:34:46.540647540
3082,30.0,27.0,127,2023-01-03 02:50:51,14.0,2023-01-03 03:13:31.000901460
3083,72.0,50.0,195,2024-08-18 06:07:08,7.3,2024-08-18 06:17:22.695196940
3084,76.0,18.0,181,2022-12-04 06:03:16,19.4,2022-12-04 06:39:44.864218120
3085,74.0,48.0,171,2023-06-09 17:42:53,16.2,2023-06-09 18:08:56.854048459
3086,71.0,5.0,145,2023-06-28 11:10:20,24.5,
3087,39.0,34.0,113,,7.0,2023-11-07 02:52:42.615300740
3088,17.0,18.0,155,2022-12-04 14:38:28,13.8,2022-12-04 15:00:35.434308100
3089,96.0,35.0,22,2024-02-24 20:13:45,19.8,2024-02-24 20:48:30.115441020
3090,69.0,26.0,108,,16.3,2024-08-19 12:08:46.979146980
3091,85.0,29.0,36,2024-03-16 08:45:43,14.5,2024-03-16 09:03:17.619406960
3092,95.0,41.0,200,2025-03-02 06:58:49,21.3,2025-03-02 07:33:16.582712080
3093,52.0,,33,2022-12-01 11:55:35,18.4,2022-12-01 12:29:04.913603600
3094,79.0,6.0,95,2023-12-11 23:55:16,16.1,2023-12-12 00:19:50.112197379
3095,13.0,26.0,181,2023-06-15 17:50:37,19.4,2023-06-15 18:14:35.815450720
3096,7.0,18.0,139,2023-04-29 06:38:13,10.0,2023-04-29 06:50:21.425747259
3097,88.0,30.0,93,2024-01-07 08:30:13,24.8,2024-01-07 09:15:43.599783460
3098,68.0,33.0,157,2023-08-01 22:50:30,15.0,2023-08-01 23:10:52.614461760
3099,60.0,32.0,166,2023-03-04 08:51:17,12.1,
3100,83.0,50.0,101,2023-08-13 15:04:12,14.5,2023-08-13 15:24:57.534191640
3101,46.0,26.0,123,2022-11-20 22:57:26,19.8,2022-11-20 23:22:48.700715840
3102,35.0,22.0,58,2022-12-13 23:20:10,21.1,2022-12-13 23:46:23.168567620
3103,29.0,34.0,15,2024-12-01 13:14:33,10.0,2024-12-01 13:33:31.684101900
3104,100.0,49.0,182,,6.3,2024-12-06 10:51:00.161767840
3105,34.0,12.0,190,2022-12-22 16:59:06,22.7,2022-12-22 17:36:54.974314440
3106,8.0,22.0,57,,22.7,2023-07-22 13:06:01.059847320
3107,66.0,21.0,128,2024-02-19 13:28:28,13.2,2024-02-19 13:54:37.718492320
3108,4.0,24.0,79,2025-05-01 12:30:52,23.7,2025-05-01 13:12:21.626635900
3109,66.0,25.0,71,2022-11-15 18:15:04,8.7,2022-11-15 18:32:07.188526060
3110,,2.0,58,2022-11-30 12:06:43,21.1,2022-11-30 12:39:11.142806860
3111,57.0,1.0,177,2025-05-20 18:55:33,21.6,2025-05-20 19:35:06.799438920
3112,93.0,10.0,181,2023-06-10 01:48:18,19.4,2023-06-10 02:26:07.895671020
3113,4.0,34.0,29,2024-02-21 20:10:13,9.4,2024-02-21 20:21:53.785514980
3114,85.0,5.0,161,2023-01-14 17:39:06,16.6,2023-01-14 18:03:14.142989700
3115,73.0,17.0,46,2022-10-12 14:02:05,21.1,
3116,66.0,1.0,54,2023-05-06 11:08:15,11.4,2023-05-06 11:24:48.315691740
3117,20.0,14.0,98,2022-11-16 13:18:08,20.7,2022-11-16 13:43:15.323364740
3118,97.0,21.0,85,2024-12-31 09:15:19,21.1,2024-12-31 09:54:15.555163360
3119,55.0,6.0,7,2023-06-13 10:37:33,14.0,2023-06-13 10:56:11.693772900
3120,6.0,11.0,29,2024-01-21 01:07:00,9.4,2024-01-21 01:20:41.575973400
3121,29.0,39.0,137,2025-01-23 11:32:11,8.3,2025-01-23 11:48:11.373311300
3122,80.0,20.0,49,2023-01-12 18:32:42,24.1,2023-01-12 19:05:38.809344900
3123,100.0,20.0,71,2022-07-19 16:31:54,8.7,2022-07-19 16:48:34.051674960
3124,5.0,21.0,78,2024-06-05 17:36:48,6.2,2024-06-05 17:46:20.149943460
3125,37.0,24.0,94,2023-08-05 02:20:18,6.9,2023-08-05 02:33:38.885284140
3126,9.0,41.0,88,2024-05-20 00:22:03,10.0,2024-05-20 00:41:03.888974640
3127,96.0,26.0,179,2025-05-02 01:41:58,20.7,2025-05-02 02:13:40.986358660
3128,37.0,3.0,136,2024-06-07 18:56:35,10.4,2024-06-07 19:16:43.998699800
3129,98.0,38.0,55,2024-07-31 07:02:48,14.3,2024-07-31 07:27:11.899581840
3130,39.0,41.0,124,2024-02-08 05:26:00,7.1,2024-02-08 05:37:13.289639340
3131,63.0,38.0,193,2023-05-29 18:42:03,16.5,2023-05-29 19:08:51.307076640
3132,57.0,28.0,84,2023-01-17 14:40:38,21.3,2023-01-17 15:07:16.318463840
3133,40.0,10.0,95,2024-04-05 15:42:47,16.1,
3134,93.0,24.0,15,2022-11-03 18:45:43,10.0,2022-11-03 19:00:03.383948560
3135,64.0,40.0,179,2024-04-19 20:06:56,20.7,2024-04-19 20:36:14.839589000
3136,95.0,48.0,34,,18.9,2024-01-29 02:21:15.809417680
3137,3.0,7.0,69,2025-01-22 04:55:49,19.7,
3138,43.0,23.0,12,2023-04-21 07:01:10,21.7,2023-04-21 07:36:07.952436340
3139,25.0,23.0,173,2024-04-29 10:46:25,14.3,2024-04-29 11:08:23.968310500
3140,55.0,24.0,159,2025-01-08 07:03:56,19.3,2025-01-08 07:34:53.094203600
3141,36.0,31.0,54,2023-09-18 12:09:03,11.4,2023-09-18 12:24:45.372972900
3142,58.0,50.0,150,2023-09-28 16:35:27,11.5,2023-09-28 16:57:23.484579720
3143,77.0,50.0,72,2023-09-18 19:04:39,24.1,
3144,19.0,47.0,192,2024-10-03 11:09:38,9.1,2024-10-03 11:22:15.283818980
3145,59.0,22.0,60,2023-07-15 09:17:21,12.4,2023-07-15 09:33:08.284072200
3146,16.0,27.0,28,2024-05-09 03:19:49,22.5,2024-05-09 03:56:27.305564020
3147,,38.0,149,2022-11-01 04:12:14,14.8,2022-11-01 04:35:32.152069820
3148,99.0,5.0,75,2024-05-20 06:08:47,7.7,2024-05-20 06:23:46.048287380
3149,2.0,18.0,77,2022-08-27 12:46:48,9.4,2022-08-27 12:59:48.891956460
3150,65.0,8.0,43,2023-10-07 10:26:05,15.7,2023-10-07 10:55:59.777710400
3151,59.0,35.0,155,2024-06-23 15:27:17,13.8,2024-06-23 15:52:18.325838060
3152,48.0,48.0,23,2024-03-09 18:29:54,9.7,2024-03-09 18:45:14.260527600
3153,3.0,49.0,97,2022-10-01 02:27:09,15.0,2022-10-01 02:55:38.116252560
3154,,17.0,117,2024-06-12 14:10:02,9.6,2024-06-12 14:28:10.353850699
3155,92.0,12.0,90,2024-12-10 10:23:33,24.2,2024-12-10 11:06:25.272219720
3156,91.0,39.0,164,2023-10-21 10:55:13,16.9,2023-10-21 11:16:52.178188060
3157,14.0,22.0,97,2025-04-20 04:15:39,15.0,2025-04-20 04:35:34.337598960
3158,24.0,6.0,117,2024-05-02 17:06:41,9.6,2024-05-02 17:22:44.809518980
3159,35.0,30.0,38,2023-03-16 19:37:30,23.3,2023-03-16 20:10:02.077065360
3160,,2.0,16,2024-04-04 04:51:12,10.5,2024-04-04 05:08:25.788315600
3161,88.0,5.0,74,2024-09-30 09:02:42,6.0,2024-09-30 09:12:35.505975780
3162,6.0,2.0,171,2023-02-19 15:49:31,16.2,
3163,62.0,35.0,112,2023-11-29 22:22:03,15.0,2023-11-29 22:46:53.285957460
3164,95.0,5.0,41,2022-12-14 11:59:53,9.1,2022-12-14 12:13:33.860166680
3165,93.0,31.0,44,2022-10-16 14:47:02,10.4,2022-10-16 15:01:15.754266980
3166,36.0,17.0,180,,12.0,2025-03-09 20:31:41.680658800
3167,29.0,27.0,17,2024-12-30 05:45:09,5.6,2024-12-30 05:54:05.300226900
3168,13.0,31.0,52,2022-08-26 17:31:16,18.9,2022-08-26 17:58:06.455681560
3169,8.0,10.0,43,2024-08-11 15:49:34,15.7,2024-08-11 16:09:02.971712080
3170,15.0,12.0,23,2023-04-05 13:30:38,9.7,2023-04-05 13:43:52.113070340
3171,33.0,18.0,1,2025-05-14 10:08:13,13.5,2025-05-14 10:30:21.906447460
3172,89.0,13.0,93,2025-02-07 18:37:44,24.8,2025-02-07 19:18:07.201125920
3173,16.0,8.0,25,2024-12-10 07:53:47,21.3,2024-12-10 08:21:37.232967620
3174,85.0,35.0,6,2024-10-24 07:47:23,24.3,2024-10-24 08:28:19.499278040
3175,52.0,44.0,54,2024-10-10 17:42:44,11.4,2024-10-10 18:00:16.073822840
3176,81.0,4.0,78,2024-10-20 19:03:07,6.2,2024-10-20 19:13:47.932286440
3177,34.0,46.0,151,2025-06-03 13:50:59,12.3,2025-06-03 14:14:28.878257360
3178,77.0,7.0,19,2022-12-12 04:15:36,9.1,2022-12-12 04:28:45.973543260
3179,34.0,21.0,184,2025-06-03 09:00:46,7.2,2025-06-03 09:11:24.429438100
3180,43.0,45.0,181,2024-05-25 11:12:59,19.4,2024-05-25 11:46:46.049486540
3181,61.0,44.0,159,2025-03-20 21:56:02,19.3,2025-03-20 22:33:50.897670980
3182,79.0,15.0,103,2022-10-08 18:54:52,16.3,2022-10-08 19:20:45.942489400
3183,22.0,34.0,38,2024-12-02 19:22:54,23.3,2024-12-02 19:54:00.930016620
3184,51.0,22.0,147,2025-05-15 12:23:32,14.6,2025-05-15 12:51:58.451572280
3185,4.0,1.0,107,2022-12-02 04:17:54,23.6,2022-12-02 04:55:05.363692440
3186,49.0,6.0,129,2024-02-14 04:59:21,12.1,2024-02-14 05:18:19.774240800
3187,39.0,1.0,121,2022-09-27 13:42:20,6.6,2022-09-27 13:53:06.211311020
3188,87.0,19.0,178,2025-02-01 23:49:51,12.0,2025-02-02 00:06:40.442537820
3189,77.0,27.0,98,2025-03-02 19:59:07,20.7,2025-03-02 20:36:57.071381260
3190,72.0,10.0,58,2024-12-31 17:45:37,21.1,2024-12-31 18:21:45.448970499
3191,1.0,14.0,81,2023-07-23 00:22:35,16.0,2023-07-23 00:54:00.340362620
3192,41.0,34.0,160,2022-09-27 09:36:12,14.0,2022-09-27 09:55:17.012814360
3193,50.0,41.0,177,,21.6,2025-02-17 19:45:46.118621160
3194,81.0,32.0,98,2023-10-18 02:05:59,20.7,2023-10-18 02:39:22.727632820
3195,17.0,3.0,92,2023-07-19 07:36:55,11.0,2023-07-19 07:57:59.430028780
3196,,46.0,172,2023-02-25 03:28:57,9.4,2023-02-25 03:40:27.501525719
3197,67.0,16.0,157,2022-09-15 09:35:20,15.0,2022-09-15 10:02:27.776592980
3198,93.0,39.0,101,2023-09-12 10:16:12,14.5,
3199,86.0,33.0,176,2024-01-18 02:23:39,10.9,2024-01-18 02:42:01.669697220
3200,66.0,5.0,80,2023-04-23 04:43:39,14.8,2023-04-23 05:11:46.428347520
3201,2.0,35.0,26,2023-11-04 09:15:41,11.4,2023-11-04 09:34:44.537523320
3202,17.0,17.0,135,2024-12-22 14:26:11,8.4,2024-12-22 14:41:04.460055260
3203,73.0,23.0,44,2023-12-27 03:21:14,10.4,2023-12-27 03:39:05.137117220
3204,33.0,26.0,142,2024-07-02 09:42:53,5.1,2024-07-02 09:49:17.214751700
3205,93.0,46.0,52,2025-03-29 12:30:31,18.9,2025-03-29 12:54:54.159405760
3206,93.0,48.0,160,2023-07-14 00:49:27,14.0,2023-07-14 01:10:02.470087860
3207,54.0,7.0,105,2025-03-28 21:09:12,24.2,
3208,70.0,41.0,160,2023-02-20 07:50:47,14.0,2023-02-20 08:07:52.773922460
3209,6.0,,75,2024-03-25 01:21:36,7.7,
3210,,15.0,84,2022-12-29 05:30:45,21.3,2022-12-29 05:59:46.157200140
3211,45.0,30.0,185,2023-07-07 00:33:22,15.3,2023-07-07 00:58:34.511205640
3212,1.0,20.0,52,,18.9,2025-04-11 13:54:35.289516940
3213,80.0,3.0,162,2023-08-23 12:15:35,23.5,2023-08-23 12:47:05.491869740
3214,51.0,22.0,114,2024-03-24 22:31:49,11.8,2024-03-24 22:49:07.885952080
3215,11.0,48.0,189,2023-07-19 09:35:21,13.6,2023-07-19 10:01:41.760883740
3216,22.0,50.0,62,2024-02-06 11:54:51,5.3,2024-02-06 12:02:13.107763260
3217,34.0,,76,2023-02-20 00:45:13,6.4,2023-02-20 00:53:08.706242020
3218,1.0,31.0,103,2023-09-25 21:55:20,16.3,2023-09-25 22:26:23.867959220
3219,77.0,49.0,159,2024-02-03 10:23:04,19.3,2024-02-03 10:53:00.225421000
3220,49.0,50.0,157,2023-12-06 07:47:39,15.0,2023-12-06 08:13:06.160552620
3221,49.0,3.0,31,2023-05-19 23:00:53,17.5,2023-05-19 23:34:17.053807760
3222,42.0,43.0,12,2022-07-21 10:41:54,21.7,2022-07-21 11:21:03.484605840
3223,92.0,46.0,35,2024-08-27 14:22:12,11.0,2024-08-27 14:42:24.554654820
3224,49.0,17.0,57,2024-04-17 21:05:42,22.7,2024-04-17 21:41:39.509860980
3225,13.0,22.0,169,2025-04-23 16:02:08,7.1,2025-04-23 16:14:33.446156420
3226,94.0,37.0,27,2023-08-12 17:02:31,21.4,2023-08-12 17:44:41.781039940
3227,100.0,3.0,143,2025-04-01 19:19:29,21.8,2025-04-01 20:01:09.675279020
3228,68.0,48.0,71,2025-06-29 08:59:53,8.7,2025-06-29 09:14:35.149707020
3229,14.0,30.0,164,2024-05-31 09:51:57,16.9,2024-05-31 10:13:23.054231340
3230,36.0,24.0,110,2023-11-18 09:12:33,12.7,2023-11-18 09:37:44.626008120
3231,56.0,33.0,152,,16.8,2023-11-04 01:01:26.432655600
3232,87.0,43.0,82,2025-01-24 03:32:18,15.6,2025-01-24 03:55:31.335368100
3233,69.0,10.0,152,2022-10-24 04:48:23,16.8,2022-10-24 05:10:25.780401140
3234,46.0,7.0,76,2025-06-27 07:38:21,6.4,2025-06-27 07:46:52.983615839
3235,15.0,16.0,156,2025-07-08 17:04:58,21.4,2025-07-08 17:44:16.223398960
3236,87.0,32.0,75,2023-12-16 17:41:14,7.7,2023-12-16 17:51:15.807748700
3237,8.0,,3,2022-11-08 08:28:01,24.7,2022-11-08 09:01:23.923504720
3238,56.0,8.0,101,2022-08-08 06:21:47,14.5,2022-08-08 06:41:10.357786820
3239,11.0,15.0,3,2023-08-27 03:33:01,24.7,2023-08-27 04:09:58.293221920
3240,71.0,48.0,29,2024-07-18 10:25:33,9.4,2024-07-18 10:42:03.242399219
3241,23.0,3.0,160,2025-01-07 09:52:11,14.0,2025-01-07 10:16:11.658441500
3242,45.0,20.0,54,,11.4,2022-10-06 21:53:27.353390020
3243,27.0,34.0,166,2025-05-23 17:05:29,12.1,2025-05-23 17:27:02.332338500
3244,31.0,47.0,184,2024-09-25 18:07:47,7.2,2024-09-25 18:16:26.437043900
3245,47.0,46.0,65,2022-12-18 17:45:59,12.6,2022-12-18 18:08:00.209677640
3246,66.0,41.0,149,2024-05-17 16:48:32,14.8,2024-05-17 17:14:23.920378220
3247,95.0,4.0,41,2025-02-18 08:37:30,9.1,2025-02-18 08:48:52.330412700
3248,61.0,23.0,20,2023-03-03 18:30:35,5.7,2023-03-03 18:39:22.260364880
3249,8.0,8.0,60,2022-11-19 08:05:08,12.4,2022-11-19 08:20:47.610794240
3250,65.0,,187,2023-11-22 14:31:53,9.6,2023-11-22 14:44:52.134466760
3251,25.0,,183,,5.5,2024-10-13 07:31:50.294230280
3252,17.0,38.0,3,2022-09-26 03:10:22,24.7,2022-09-26 03:40:14.641503580
3253,30.0,5.0,124,,7.1,2024-09-07 03:58:06.575984700
3254,24.0,10.0,118,2023-12-20 07:53:52,13.6,2023-12-20 08:11:06.636567640
3255,95.0,26.0,14,2025-06-24 22:22:06,13.5,2025-06-24 22:39:38.704579260
3256,52.0,49.0,45,2023-07-04 02:57:29,17.1,2023-07-04 03:18:41.061426620
3257,63.0,16.0,109,2024-12-03 16:40:31,18.5,2024-12-03 17:11:46.524398679
3258,61.0,23.0,95,2025-04-04 12:30:39,16.1,2025-04-04 12:52:16.219534500
3259,77.0,17.0,188,2022-08-17 21:08:05,8.7,2022-08-17 21:24:31.623020840
3260,58.0,28.0,177,2024-09-30 03:57:08,21.6,2024-09-30 04:38:20.560912400
3261,79.0,18.0,137,2023-06-01 21:21:25,8.3,2023-06-01 21:35:57.907861360
3262,90.0,41.0,182,2023-08-05 20:42:45,6.3,2023-08-05 20:50:38.242700160
3263,32.0,11.0,70,2023-04-01 18:26:47,7.8,2023-04-01 18:41:42.416439860
3264,35.0,34.0,93,2025-04-07 20:51:18,24.8,2025-04-07 21:29:22.001740380
3265,16.0,46.0,52,2024-06-08 10:23:34,18.9,2024-06-08 10:48:59.107082080
3266,9.0,15.0,63,2022-12-22 10:50:22,16.6,2022-12-22 11:20:37.730871819
3267,19.0,1.0,180,2024-10-02 15:29:51,12.0,2024-10-02 15:47:34.695346380
3268,40.0,33.0,22,2025-01-25 13:02:28,19.8,2025-01-25 13:34:14.571471520
3269,40.0,9.0,55,2025-01-03 10:16:10,14.3,2025-01-03 10:41:49.623083260
3270,46.0,44.0,113,2024-02-22 23:28:59,7.0,2024-02-22 23:37:56.976433100
3271,3.0,17.0,110,2024-08-28 23:44:02,12.7,2024-08-29 00:00:59.759966000
3272,,15.0,3,2024-01-26 07:22:47,24.7,2024-01-26 08:11:33.724529840
3273,72.0,4.0,2,2025-06-29 20:04:03,15.8,2025-06-29 20:32:01.752232920
3274,70.0,37.0,187,2023-07-22 03:30:26,9.6,2023-07-22 03:43:43.702708100
3275,5.0,46.0,28,2024-06-26 13:37:08,22.5,2024-06-26 14:14:27.689208260
3276,85.0,6.0,165,2024-04-09 20:59:00,20.4,2024-04-09 21:26:32.877536039
3277,27.0,6.0,197,2024-12-18 00:45:39,16.9,2024-12-18 01:17:37.863374400
3278,44.0,,9,2022-07-30 22:29:43,7.7,2022-07-30 22:41:43.208169460
3279,38.0,23.0,190,2024-09-26 02:42:45,22.7,2024-09-26 03:24:38.566481880
3280,72.0,30.0,32,2023-01-06 10:06:46,14.9,2023-01-06 10:36:13.914292420
3281,86.0,1.0,75,2025-01-15 04:53:10,7.7,
3282,87.0,9.0,102,2025-03-18 11:23:36,18.7,2025-03-18 11:48:05.924353560
3283,89.0,22.0,35,2024-07-15 01:29:21,11.0,2024-07-15 01:50:51.857551560
3284,71.0,1.0,47,2025-01-08 08:16:14,16.2,2025-01-08 08:39:10.576984400
3285,78.0,36.0,146,2025-01-05 12:59:31,11.4,2025-01-05 13:16:28.585319860
3286,41.0,25.0,36,2022-10-29 11:40:57,14.5,2022-10-29 11:59:04.842817980
3287,58.0,16.0,147,2025-05-30 21:58:30,14.6,2025-05-30 22:23:33.634680720
3288,29.0,26.0,123,2022-08-19 09:14:46,19.8,2022-08-19 09:48:43.769031880
3289,81.0,28.0,153,2022-09-13 12:10:13,18.6,2022-09-13 12:44:05.940389620
3290,51.0,5.0,174,2025-04-04 00:31:27,18.8,2025-04-04 01:08:14.505111900
3291,70.0,48.0,60,2023-11-23 12:46:26,12.4,2023-11-23 13:05:33.644764220
3292,96.0,22.0,121,2023-04-13 16:43:59,6.6,2023-04-13 16:54:03.275146040
3293,63.0,14.0,95,2022-09-19 22:51:42,16.1,2022-09-19 23:19:15.108022139
3294,19.0,9.0,23,2023-05-03 05:12:27,9.7,2023-05-03 05:29:16.146254340
3295,27.0,14.0,122,2022-12-29 21:06:35,19.2,2022-12-29 21:36:27.735347060
3296,94.0,16.0,115,2024-05-04 05:49:03,12.9,
3297,53.0,30.0,155,2025-04-03 08:46:14,13.8,2025-04-03 09:03:22.159528760
3298,97.0,32.0,163,2024-08-22 17:52:32,15.9,2024-08-22 18:21:14.085728960
3299,,,77,2024-09-21 04:59:05,9.4,2024-09-21 05:11:55.623865220
3300,11.0,17.0,183,2024-05-22 10:37:54,5.5,2024-05-22 10:46:40.766960760
3301,10.0,1.0,36,2024-02-24 04:16:59,14.5,2024-02-24 04:44:15.639076220
3302,93.0,18.0,97,2024-09-20 11:40:29,15.0,2024-09-20 12:02:26.316187220
3303,86.0,11.0,113,2022-12-24 15:44:55,7.0,2022-12-24 15:58:21.294064720
3304,,11.0,199,2022-12-09 05:49:42,21.9,
3305,19.0,,137,2022-11-21 13:50:19,8.3,2022-11-21 14:04:56.576656900
3306,88.0,12.0,114,,11.8,2025-04-15 16:21:07.926494280
3307,92.0,34.0,21,2024-05-12 00:45:25,19.1,2024-05-12 01:12:19.313826640
3308,2.0,16.0,160,2022-07-20 05:16:38,14.0,2022-07-20 05:43:31.241899220
3309,40.0,10.0,66,2023-07-25 07:21:02,16.0,2023-07-25 07:41:49.701370760
3310,18.0,46.0,44,2024-03-15 02:47:44,10.4,2024-03-15 03:05:07.363503680
3311,82.0,39.0,121,2025-03-26 00:56:13,6.6,2025-03-26 01:09:02.509861180
3312,2.0,8.0,193,2025-05-20 00:14:06,16.5,2025-05-20 00:34:18.546711300
3313,47.0,26.0,80,2022-10-29 05:03:33,14.8,2022-10-29 05:27:36.000756780
3314,49.0,42.0,143,2023-08-23 20:33:16,21.8,2023-08-23 21:03:43.472586520
3315,23.0,42.0,155,2023-08-31 15:49:34,13.8,2023-08-31 16:08:15.083351980
3316,47.0,42.0,16,2024-07-20 14:19:42,10.5,2024-07-20 14:34:15.818307240
3317,79.0,14.0,46,2023-08-22 20:00:12,21.1,2023-08-22 20:40:45.441528300
3318,89.0,9.0,103,2022-07-16 21:26:48,16.3,2022-07-16 21:51:54.523614720
3319,45.0,49.0,200,2024-01-27 14:10:55,21.3,2024-01-27 14:40:29.779729660
